"","ISO","date_sick_month","date_sick_year","count"
"8082",51,1,2008,7
"8083",51,2,2008,4
"8084",51,3,2008,2
"8085",51,4,2008,4
"8086",51,5,2008,4
"8087",51,6,2008,4
"8088",51,7,2008,30
"8089",51,8,2008,23
"8090",51,9,2008,25
"8091",51,10,2008,10
"8092",51,11,2008,8
"8093",52,1,2008,1
"8094",52,2,2008,2
"8095",52,3,2008,1
"8096",52,4,2008,6
"8097",52,5,2008,17
"8098",52,6,2008,73
"8099",52,7,2008,87
"8100",52,8,2008,58
"8101",52,9,2008,26
"8102",52,10,2008,16
"8103",52,11,2008,26
"8104",52,12,2008,5
"8105",53,1,2008,6
"8106",53,2,2008,9
"8107",53,3,2008,9
"8108",53,4,2008,31
"8109",53,5,2008,56
"8110",53,6,2008,82
"8111",53,7,2008,157
"8112",53,8,2008,99
"8113",53,9,2008,60
"8114",53,10,2008,40
"8115",53,11,2008,30
"8116",53,12,2008,21
"8117",54,3,2008,3
"8118",54,4,2008,13
"8119",54,5,2008,8
"8120",54,6,2008,29
"8121",54,7,2008,29
"8122",54,8,2008,20
"8123",54,9,2008,8
"8124",54,10,2008,7
"8125",54,11,2008,5
"8126",54,12,2008,2
"8127",55,2,2008,1
"8128",55,5,2008,10
"8129",55,6,2008,30
"8130",55,7,2008,22
"8131",55,8,2008,3
"8132",55,9,2008,5
"8133",55,10,2008,3
"8134",55,11,2008,1
"8135",55,12,2008,1
"8136",56,2,2008,1
"8137",56,3,2008,6
"8138",56,4,2008,26
"8139",56,5,2008,22
"8140",56,6,2008,29
"8141",56,7,2008,58
"8142",56,8,2008,22
"8143",56,9,2008,13
"8144",56,10,2008,8
"8145",56,11,2008,8
"8146",56,12,2008,2
"8147",57,1,2008,1
"8148",57,2,2008,1
"8149",57,3,2008,1
"8150",57,4,2008,2
"8151",57,5,2008,61
"8152",57,6,2008,92
"8153",57,7,2008,70
"8154",57,8,2008,111
"8155",57,9,2008,51
"8156",57,10,2008,66
"8157",57,11,2008,56
"8158",57,12,2008,5
"8159",58,3,2008,1
"8160",58,4,2008,5
"8161",58,5,2008,6
"8162",58,6,2008,17
"8163",58,7,2008,14
"8164",58,8,2008,10
"8165",58,9,2008,11
"8166",58,10,2008,16
"8167",58,11,2008,10
"8168",58,12,2008,3
"8169",60,1,2008,61
"8170",60,2,2008,49
"8171",60,3,2008,90
"8172",60,4,2008,89
"8173",60,5,2008,161
"8174",60,6,2008,352
"8175",60,7,2008,312
"8176",60,8,2008,217
"8177",60,9,2008,146
"8178",60,10,2008,94
"8179",60,11,2008,59
"8180",60,12,2008,18
"8181",61,1,2008,11
"8182",61,2,2008,17
"8183",61,3,2008,17
"8184",61,4,2008,38
"8185",61,5,2008,84
"8186",61,6,2008,68
"8187",61,7,2008,29
"8188",61,8,2008,9
"8189",61,9,2008,7
"8190",61,10,2008,9
"8191",61,11,2008,7
"8192",61,12,2008,3
"8193",62,1,2008,16
"8194",62,2,2008,22
"8195",62,3,2008,38
"8196",62,4,2008,57
"8197",62,5,2008,65
"8198",62,6,2008,114
"8199",62,7,2008,121
"8200",62,8,2008,70
"8201",62,9,2008,51
"8202",62,10,2008,40
"8203",62,11,2008,34
"8204",62,12,2008,18
"8205",63,1,2008,11
"8206",63,2,2008,12
"8207",63,3,2008,11
"8208",63,4,2008,13
"8209",63,5,2008,31
"8210",63,6,2008,100
"8211",63,7,2008,133
"8212",63,8,2008,73
"8213",63,9,2008,38
"8214",63,10,2008,51
"8215",63,11,2008,37
"8216",63,12,2008,18
"8217",64,1,2008,3
"8218",64,2,2008,4
"8219",64,3,2008,9
"8220",64,4,2008,15
"8221",64,5,2008,16
"8222",64,6,2008,52
"8223",64,7,2008,73
"8224",64,8,2008,49
"8225",64,9,2008,50
"8226",64,10,2008,16
"8227",64,11,2008,5
"8228",64,12,2008,3
"8229",65,1,2008,16
"8230",65,2,2008,12
"8231",65,3,2008,30
"8232",65,4,2008,58
"8233",65,5,2008,83
"8234",65,6,2008,109
"8235",65,7,2008,165
"8236",65,8,2008,147
"8237",65,9,2008,118
"8238",65,10,2008,106
"8239",65,11,2008,73
"8240",65,12,2008,19
"8241",66,1,2008,32
"8242",66,2,2008,28
"8243",66,3,2008,23
"8244",66,4,2008,42
"8245",66,5,2008,64
"8246",66,6,2008,126
"8247",66,7,2008,128
"8248",66,8,2008,112
"8249",66,9,2008,83
"8250",66,10,2008,76
"8251",66,11,2008,53
"8252",66,12,2008,30
"8253",67,1,2008,19
"8254",67,2,2008,18
"8255",67,3,2008,34
"8256",67,4,2008,56
"8257",67,5,2008,246
"8258",67,6,2008,375
"8259",67,7,2008,325
"8260",67,8,2008,182
"8261",67,9,2008,71
"8262",67,10,2008,39
"8263",67,11,2008,11
"8264",67,12,2008,8
"8265",70,1,2008,40
"8266",70,2,2008,54
"8267",70,3,2008,61
"8268",70,4,2008,69
"8269",70,5,2008,128
"8270",70,6,2008,203
"8271",70,7,2008,188
"8272",70,8,2008,135
"8273",70,9,2008,77
"8274",70,10,2008,80
"8275",70,11,2008,49
"8276",70,12,2008,32
"8277",71,1,2008,23
"8278",71,2,2008,28
"8279",71,3,2008,39
"8280",71,4,2008,43
"8281",71,5,2008,75
"8282",71,6,2008,82
"8283",71,7,2008,77
"8284",71,8,2008,56
"8285",71,9,2008,51
"8286",71,10,2008,57
"8287",71,11,2008,57
"8288",71,12,2008,28
"8289",72,1,2008,63
"8290",72,2,2008,53
"8291",72,3,2008,39
"8292",72,4,2008,47
"8293",72,5,2008,67
"8294",72,6,2008,74
"8295",72,7,2008,69
"8296",72,8,2008,112
"8297",72,9,2008,89
"8298",72,10,2008,78
"8299",72,11,2008,71
"8300",72,12,2008,16
"8301",73,1,2008,45
"8302",73,2,2008,46
"8303",73,3,2008,40
"8304",73,4,2008,64
"8305",73,5,2008,111
"8306",73,6,2008,159
"8307",73,7,2008,233
"8308",73,8,2008,283
"8309",73,9,2008,255
"8310",73,10,2008,181
"8311",73,11,2008,150
"8312",73,12,2008,87
"8313",74,1,2008,39
"8314",74,2,2008,30
"8315",74,3,2008,56
"8316",74,4,2008,49
"8317",74,5,2008,59
"8318",74,6,2008,59
"8319",74,7,2008,89
"8320",74,8,2008,69
"8321",74,9,2008,97
"8322",74,10,2008,118
"8323",74,11,2008,101
"8324",74,12,2008,48
"8325",75,1,2008,10
"8326",75,2,2008,2
"8327",75,3,2008,6
"8328",75,4,2008,6
"8329",75,5,2008,9
"8330",75,6,2008,15
"8331",75,7,2008,15
"8332",75,8,2008,15
"8333",75,9,2008,12
"8334",75,10,2008,5
"8335",75,11,2008,3
"8336",75,12,2008,2
"8337",76,1,2008,10
"8338",76,2,2008,14
"8339",76,3,2008,8
"8340",76,4,2008,9
"8341",76,5,2008,12
"8342",76,6,2008,33
"8343",76,7,2008,57
"8344",76,8,2008,38
"8345",76,9,2008,19
"8346",76,10,2008,10
"8347",76,11,2008,12
"8348",76,12,2008,7
"8349",77,1,2008,18
"8350",77,2,2008,8
"8351",77,3,2008,16
"8352",77,4,2008,30
"8353",77,5,2008,39
"8354",77,6,2008,70
"8355",77,7,2008,24
"8356",77,8,2008,15
"8357",77,9,2008,12
"8358",77,10,2008,11
"8359",77,11,2008,12
"8360",77,12,2008,5
"8361",80,1,2008,37
"8362",80,2,2008,44
"8363",80,3,2008,50
"8364",80,4,2008,40
"8365",80,5,2008,95
"8366",80,6,2008,107
"8367",80,7,2008,92
"8368",80,8,2008,84
"8369",80,9,2008,82
"8370",80,10,2008,93
"8371",80,11,2008,69
"8372",80,12,2008,58
"8373",81,1,2008,27
"8374",81,2,2008,22
"8375",81,3,2008,25
"8376",81,4,2008,40
"8377",81,5,2008,51
"8378",81,6,2008,45
"8379",81,7,2008,38
"8380",81,8,2008,33
"8381",81,9,2008,22
"8382",81,10,2008,29
"8383",81,11,2008,29
"8384",81,12,2008,20
"8385",82,1,2008,26
"8386",82,2,2008,22
"8387",82,3,2008,12
"8388",82,4,2008,15
"8389",82,5,2008,39
"8390",82,6,2008,27
"8391",82,7,2008,27
"8392",82,8,2008,10
"8393",82,9,2008,10
"8394",82,10,2008,4
"8395",82,11,2008,3
"8396",82,12,2008,5
"8397",83,1,2008,50
"8398",83,2,2008,35
"8399",83,3,2008,36
"8400",83,4,2008,61
"8401",83,5,2008,64
"8402",83,6,2008,88
"8403",83,7,2008,93
"8404",83,8,2008,76
"8405",83,9,2008,26
"8406",83,10,2008,30
"8407",83,11,2008,28
"8408",83,12,2008,22
"8409",84,1,2008,19
"8410",84,2,2008,23
"8411",84,3,2008,27
"8412",84,4,2008,53
"8413",84,5,2008,87
"8414",84,6,2008,75
"8415",84,7,2008,73
"8416",84,8,2008,54
"8417",84,9,2008,21
"8418",84,10,2008,35
"8419",84,11,2008,30
"8420",84,12,2008,18
"8421",85,1,2008,3
"8422",85,3,2008,1
"8423",85,4,2008,3
"8424",85,5,2008,2
"8425",85,6,2008,5
"8426",85,7,2008,7
"8427",85,8,2008,7
"8428",85,9,2008,3
"8429",85,11,2008,2
"8430",85,12,2008,2
"8431",86,1,2008,19
"8432",86,2,2008,16
"8433",86,3,2008,17
"8434",86,4,2008,34
"8435",86,5,2008,56
"8436",86,6,2008,40
"8437",86,7,2008,25
"8438",86,8,2008,26
"8439",86,9,2008,16
"8440",86,10,2008,14
"8441",86,11,2008,11
"8442",86,12,2008,1
"8443",90,1,2008,99
"8444",90,2,2008,84
"8445",90,3,2008,80
"8446",90,4,2008,61
"8447",90,5,2008,107
"8448",90,6,2008,195
"8449",90,7,2008,219
"8450",90,8,2008,179
"8451",90,9,2008,151
"8452",90,10,2008,178
"8453",90,11,2008,148
"8454",90,12,2008,112
"8455",91,1,2008,6
"8456",91,2,2008,2
"8457",91,3,2008,13
"8458",91,4,2008,25
"8459",91,5,2008,31
"8460",91,6,2008,27
"8461",91,7,2008,13
"8462",91,8,2008,8
"8463",91,9,2008,6
"8464",91,10,2008,8
"8465",91,11,2008,7
"8466",91,12,2008,2
"8467",92,1,2008,13
"8468",92,2,2008,11
"8469",92,3,2008,8
"8470",92,4,2008,17
"8471",92,5,2008,51
"8472",92,6,2008,56
"8473",92,7,2008,70
"8474",92,8,2008,50
"8475",92,9,2008,35
"8476",92,10,2008,37
"8477",92,11,2008,48
"8478",92,12,2008,41
"8479",93,1,2008,30
"8480",93,2,2008,13
"8481",93,3,2008,26
"8482",93,4,2008,35
"8483",93,5,2008,58
"8484",93,6,2008,36
"8485",93,7,2008,29
"8486",93,8,2008,31
"8487",93,9,2008,21
"8488",93,10,2008,29
"8489",93,11,2008,35
"8490",93,12,2008,23
"8491",94,1,2008,46
"8492",94,2,2008,32
"8493",94,3,2008,16
"8494",94,4,2008,31
"8495",94,5,2008,52
"8496",94,6,2008,84
"8497",94,7,2008,71
"8498",94,8,2008,44
"8499",94,9,2008,28
"8500",94,10,2008,45
"8501",94,11,2008,47
"8502",94,12,2008,60
"8503",95,1,2008,5
"8504",95,2,2008,2
"8505",95,3,2008,6
"8506",95,4,2008,1
"8507",95,5,2008,8
"8508",95,6,2008,18
"8509",95,7,2008,9
"8510",95,8,2008,10
"8511",95,9,2008,7
"8512",95,10,2008,10
"8513",95,11,2008,10
"8514",95,12,2008,10
"8515",96,1,2008,42
"8516",96,2,2008,33
"8517",96,3,2008,35
"8518",96,4,2008,14
"8519",96,5,2008,38
"8520",96,6,2008,61
"8521",96,7,2008,54
"8522",96,8,2008,60
"8523",96,9,2008,49
"8524",96,10,2008,42
"8525",96,11,2008,33
"8526",96,12,2008,17
"8527",10,1,2009,354
"8528",10,2,2009,225
"8529",10,3,2009,219
"8530",10,4,2009,208
"8531",10,5,2009,287
"8532",10,6,2009,584
"8533",10,7,2009,513
"8534",10,8,2009,622
"8535",10,9,2009,548
"8536",10,10,2009,644
"8537",10,11,2009,793
"8538",10,12,2009,658
"8539",11,1,2009,69
"8540",11,2,2009,89
"8541",11,3,2009,79
"8542",11,4,2009,90
"8543",11,5,2009,88
"8544",11,6,2009,153
"8545",11,7,2009,175
"8546",11,8,2009,209
"8547",11,9,2009,153
"8548",11,10,2009,108
"8549",11,11,2009,198
"8550",11,12,2009,81
"8551",12,1,2009,43
"8552",12,2,2009,25
"8553",12,3,2009,29
"8554",12,4,2009,36
"8555",12,5,2009,71
"8556",12,6,2009,84
"8557",12,7,2009,97
"8558",12,8,2009,113
"8559",12,9,2009,118
"8560",12,10,2009,109
"8561",12,11,2009,104
"8562",12,12,2009,82
"8563",13,1,2009,32
"8564",13,2,2009,21
"8565",13,3,2009,18
"8566",13,4,2009,15
"8567",13,5,2009,22
"8568",13,6,2009,33
"8569",13,7,2009,33
"8570",13,8,2009,47
"8571",13,9,2009,43
"8572",13,10,2009,38
"8573",13,11,2009,43
"8574",13,12,2009,28
"8575",14,1,2009,34
"8576",14,2,2009,19
"8577",14,3,2009,15
"8578",14,4,2009,13
"8579",14,5,2009,23
"8580",14,6,2009,29
"8581",14,7,2009,32
"8582",14,8,2009,47
"8583",14,9,2009,39
"8584",14,10,2009,50
"8585",14,11,2009,44
"8586",14,12,2009,30
"8587",15,1,2009,11
"8588",15,2,2009,9
"8589",15,3,2009,9
"8590",15,4,2009,2
"8591",15,5,2009,2
"8592",15,6,2009,3
"8593",15,7,2009,5
"8594",15,8,2009,1
"8595",15,9,2009,4
"8596",15,10,2009,5
"8597",15,11,2009,8
"8598",16,1,2009,17
"8599",16,2,2009,18
"8600",16,3,2009,11
"8601",16,4,2009,13
"8602",16,5,2009,28
"8603",16,6,2009,36
"8604",16,7,2009,24
"8605",16,8,2009,39
"8606",16,9,2009,11
"8607",16,10,2009,24
"8608",16,11,2009,23
"8609",16,12,2009,6
"8610",17,1,2009,2
"8611",17,2,2009,2
"8612",17,3,2009,1
"8613",17,5,2009,2
"8614",17,7,2009,2
"8615",17,8,2009,1
"8616",17,9,2009,1
"8617",17,10,2009,4
"8618",17,11,2009,3
"8619",17,12,2009,3
"8620",18,1,2009,4
"8621",18,2,2009,3
"8622",18,3,2009,1
"8623",18,4,2009,7
"8624",18,5,2009,10
"8625",18,6,2009,10
"8626",18,7,2009,6
"8627",18,8,2009,2
"8628",18,9,2009,2
"8629",18,10,2009,1
"8630",18,11,2009,4
"8631",18,12,2009,1
"8632",19,1,2009,4
"8633",19,2,2009,8
"8634",19,3,2009,5
"8635",19,4,2009,18
"8636",19,5,2009,12
"8637",19,6,2009,28
"8638",19,7,2009,43
"8639",19,8,2009,23
"8640",19,9,2009,14
"8641",19,10,2009,10
"8642",19,11,2009,3
"8643",19,12,2009,4
"8644",20,1,2009,49
"8645",20,2,2009,29
"8646",20,3,2009,47
"8647",20,4,2009,53
"8648",20,5,2009,162
"8649",20,6,2009,234
"8650",20,7,2009,160
"8651",20,8,2009,83
"8652",20,9,2009,101
"8653",20,10,2009,109
"8654",20,11,2009,98
"8655",20,12,2009,63
"8656",21,1,2009,31
"8657",21,2,2009,16
"8658",21,3,2009,22
"8659",21,4,2009,31
"8660",21,5,2009,86
"8661",21,6,2009,81
"8662",21,7,2009,64
"8663",21,8,2009,45
"8664",21,9,2009,35
"8665",21,10,2009,37
"8666",21,11,2009,43
"8667",21,12,2009,16
"8668",22,1,2009,4
"8669",22,2,2009,1
"8670",22,3,2009,3
"8671",22,4,2009,15
"8672",22,5,2009,23
"8673",22,6,2009,30
"8674",22,7,2009,27
"8675",22,8,2009,40
"8676",22,9,2009,19
"8677",22,10,2009,21
"8678",22,11,2009,24
"8679",22,12,2009,27
"8680",23,1,2009,1
"8681",23,2,2009,1
"8682",23,3,2009,3
"8683",23,4,2009,7
"8684",23,5,2009,16
"8685",23,6,2009,14
"8686",23,7,2009,15
"8687",23,8,2009,8
"8688",23,9,2009,6
"8689",23,10,2009,4
"8690",23,11,2009,6
"8691",23,12,2009,4
"8692",24,1,2009,18
"8693",24,2,2009,24
"8694",24,3,2009,22
"8695",24,4,2009,23
"8696",24,5,2009,29
"8697",24,6,2009,73
"8698",24,7,2009,53
"8699",24,8,2009,70
"8700",24,9,2009,48
"8701",24,10,2009,43
"8702",24,11,2009,46
"8703",24,12,2009,22
"8704",25,1,2009,4
"8705",25,2,2009,2
"8706",25,3,2009,9
"8707",25,4,2009,9
"8708",25,5,2009,21
"8709",25,6,2009,66
"8710",25,7,2009,29
"8711",25,8,2009,10
"8712",25,9,2009,6
"8713",25,10,2009,6
"8714",25,11,2009,6
"8715",25,12,2009,9
"8716",26,1,2009,4
"8717",26,2,2009,2
"8718",26,4,2009,1
"8719",26,5,2009,3
"8720",26,6,2009,7
"8721",26,7,2009,1
"8722",26,11,2009,4
"8723",27,1,2009,2
"8724",27,2,2009,3
"8725",27,3,2009,8
"8726",27,4,2009,17
"8727",27,5,2009,28
"8728",27,6,2009,41
"8729",27,7,2009,15
"8730",27,8,2009,15
"8731",27,9,2009,12
"8732",27,10,2009,12
"8733",27,11,2009,9
"8734",27,12,2009,2
"8735",30,1,2009,14
"8736",30,2,2009,12
"8737",30,3,2009,28
"8738",30,4,2009,48
"8739",30,5,2009,98
"8740",30,6,2009,202
"8741",30,7,2009,125
"8742",30,8,2009,152
"8743",30,9,2009,83
"8744",30,10,2009,79
"8745",30,11,2009,80
"8746",30,12,2009,42
"8747",31,1,2009,8
"8748",31,2,2009,9
"8749",31,3,2009,14
"8750",31,4,2009,25
"8751",31,5,2009,80
"8752",31,6,2009,183
"8753",31,7,2009,158
"8754",31,8,2009,220
"8755",31,9,2009,79
"8756",31,10,2009,63
"8757",31,11,2009,44
"8758",31,12,2009,20
"8759",32,1,2009,1
"8760",32,2,2009,2
"8761",32,3,2009,3
"8762",32,4,2009,13
"8763",32,5,2009,35
"8764",32,6,2009,57
"8765",32,7,2009,55
"8766",32,8,2009,38
"8767",32,9,2009,33
"8768",32,10,2009,15
"8769",32,11,2009,17
"8770",32,12,2009,1
"8771",33,1,2009,7
"8772",33,2,2009,10
"8773",33,3,2009,22
"8774",33,4,2009,38
"8775",33,5,2009,60
"8776",33,6,2009,77
"8777",33,7,2009,79
"8778",33,8,2009,53
"8779",33,9,2009,27
"8780",33,10,2009,6
"8781",33,11,2009,7
"8782",33,12,2009,2
"8783",34,1,2009,5
"8784",34,2,2009,8
"8785",34,3,2009,20
"8786",34,4,2009,21
"8787",34,5,2009,106
"8788",34,6,2009,119
"8789",34,7,2009,97
"8790",34,8,2009,67
"8791",34,9,2009,37
"8792",34,10,2009,33
"8793",34,11,2009,10
"8794",34,12,2009,5
"8795",35,3,2009,2
"8796",35,4,2009,11
"8797",35,5,2009,28
"8798",35,6,2009,23
"8799",35,7,2009,41
"8800",35,8,2009,14
"8801",35,9,2009,2
"8802",35,10,2009,6
"8803",35,12,2009,1
"8804",36,1,2009,4
"8805",36,2,2009,7
"8806",36,3,2009,2
"8807",36,4,2009,5
"8808",36,5,2009,23
"8809",36,6,2009,14
"8810",36,7,2009,30
"8811",36,8,2009,20
"8812",36,9,2009,28
"8813",36,10,2009,21
"8814",36,11,2009,16
"8815",36,12,2009,10
"8816",37,1,2009,1
"8817",37,2,2009,1
"8818",37,3,2009,1
"8819",37,4,2009,7
"8820",37,5,2009,11
"8821",37,6,2009,20
"8822",37,7,2009,15
"8823",37,8,2009,21
"8824",37,9,2009,2
"8825",37,11,2009,1
"8826",39,3,2009,2
"8827",39,4,2009,5
"8828",39,5,2009,12
"8829",39,6,2009,24
"8830",39,7,2009,3
"8831",39,8,2009,2
"8832",39,9,2009,3
"8833",39,10,2009,2
"8834",39,11,2009,2
"8835",40,1,2009,6
"8836",40,2,2009,2
"8837",40,3,2009,9
"8838",40,4,2009,12
"8839",40,5,2009,34
"8840",40,6,2009,131
"8841",40,7,2009,64
"8842",40,8,2009,83
"8843",40,9,2009,60
"8844",40,10,2009,51
"8845",40,11,2009,31
"8846",40,12,2009,14
"8847",41,1,2009,2
"8848",41,2,2009,7
"8849",41,3,2009,10
"8850",41,4,2009,10
"8851",41,5,2009,39
"8852",41,6,2009,44
"8853",41,7,2009,74
"8854",41,8,2009,67
"8855",41,9,2009,43
"8856",41,10,2009,35
"8857",41,11,2009,35
"8858",41,12,2009,15
"8859",42,1,2009,3
"8860",42,2,2009,1
"8861",42,3,2009,3
"8862",42,4,2009,5
"8863",42,5,2009,18
"8864",42,6,2009,12
"8865",42,7,2009,11
"8866",42,8,2009,10
"8867",42,9,2009,15
"8868",42,10,2009,11
"8869",42,11,2009,3
"8870",42,12,2009,5
"8871",43,1,2009,2
"8872",43,2,2009,2
"8873",43,3,2009,2
"8874",43,4,2009,1
"8875",43,5,2009,28
"8876",43,6,2009,55
"8877",43,7,2009,36
"8878",43,8,2009,35
"8879",43,9,2009,12
"8880",43,10,2009,30
"8881",43,11,2009,14
"8882",43,12,2009,1
"8883",44,2,2009,1
"8884",44,3,2009,2
"8885",44,4,2009,2
"8886",44,5,2009,22
"8887",44,6,2009,25
"8888",44,7,2009,22
"8889",44,8,2009,59
"8890",44,9,2009,14
"8891",44,10,2009,11
"8892",44,11,2009,7
"8893",45,1,2009,5
"8894",45,2,2009,7
"8895",45,3,2009,15
"8896",45,4,2009,17
"8897",45,5,2009,46
"8898",45,6,2009,75
"8899",45,7,2009,99
"8900",45,8,2009,79
"8901",45,9,2009,41
"8902",45,10,2009,26
"8903",45,11,2009,3
"8904",45,12,2009,1
"8905",46,1,2009,2
"8906",46,2,2009,1
"8907",46,3,2009,9
"8908",46,4,2009,18
"8909",46,5,2009,29
"8910",46,6,2009,30
"8911",46,7,2009,45
"8912",46,8,2009,25
"8913",46,9,2009,24
"8914",46,10,2009,18
"8915",46,11,2009,16
"8916",46,12,2009,4
"8917",47,3,2009,3
"8918",47,4,2009,8
"8919",47,5,2009,17
"8920",47,6,2009,15
"8921",47,7,2009,6
"8922",47,8,2009,12
"8923",47,9,2009,10
"8924",47,10,2009,10
"8925",47,11,2009,15
"8926",48,2,2009,3
"8927",48,4,2009,5
"8928",48,5,2009,12
"8929",48,6,2009,33
"8930",48,7,2009,6
"8931",48,8,2009,35
"8932",48,9,2009,24
"8933",48,10,2009,27
"8934",48,11,2009,17
"8935",48,12,2009,2
"8936",49,1,2009,1
"8937",49,2,2009,4
"8938",49,3,2009,2
"8939",49,4,2009,11
"8940",49,5,2009,22
"8941",49,6,2009,24
"8942",49,7,2009,31
"8943",49,8,2009,35
"8944",49,9,2009,37
"8945",49,10,2009,37
"8946",49,11,2009,12
"8947",49,12,2009,8
"8948",50,1,2009,39
"8949",50,2,2009,14
"8950",50,3,2009,23
"8951",50,4,2009,16
"8952",50,5,2009,78
"8953",50,6,2009,129
"8954",50,7,2009,113
"8955",50,8,2009,114
"8956",50,9,2009,64
"8957",50,10,2009,62
"8958",50,11,2009,68
"8959",50,12,2009,23
"8960",51,3,2009,1
"8961",51,5,2009,1
"8962",51,6,2009,14
"8963",51,7,2009,9
"8964",51,8,2009,6
"8965",51,9,2009,5
"8966",51,10,2009,1
"8967",51,11,2009,4
"8968",52,1,2009,5
"8969",52,2,2009,4
"8970",52,3,2009,5
"8971",52,4,2009,3
"8972",52,5,2009,10
"8973",52,6,2009,23
"8974",52,7,2009,17
"8975",52,8,2009,13
"8976",52,9,2009,5
"8977",52,10,2009,4
"8978",52,11,2009,5
"8979",52,12,2009,4
"8980",53,1,2009,6
"8981",53,2,2009,2
"8982",53,3,2009,1
"8983",53,4,2009,2
"8984",53,5,2009,5
"8985",53,6,2009,10
"8986",53,7,2009,5
"8987",53,8,2009,5
"8988",53,9,2009,1
"8989",53,10,2009,2
"8990",53,12,2009,1
"8991",54,3,2009,1
"8992",54,4,2009,7
"8993",54,5,2009,28
"8994",54,6,2009,30
"8995",54,7,2009,14
"8996",54,8,2009,8
"8997",54,9,2009,4
"8998",54,10,2009,1
"8999",54,12,2009,3
"9000",55,2,2009,1
"9001",55,4,2009,1
"9002",55,5,2009,6
"9003",55,6,2009,7
"9004",55,7,2009,8
"9005",55,8,2009,8
"9006",55,9,2009,3
"9007",55,10,2009,2
"9008",55,12,2009,1
"9009",56,2,2009,2
"9010",56,3,2009,3
"9011",56,4,2009,14
"9012",56,5,2009,43
"9013",56,6,2009,53
"9014",56,7,2009,40
"9015",56,8,2009,58
"9016",56,9,2009,22
"9017",56,10,2009,16
"9018",56,11,2009,16
"9019",56,12,2009,4
"9020",57,1,2009,2
"9021",57,2,2009,2
"9022",57,3,2009,5
"9023",57,4,2009,5
"9024",57,5,2009,45
"9025",57,6,2009,70
"9026",57,7,2009,59
"9027",57,8,2009,80
"9028",57,9,2009,61
"9029",57,10,2009,34
"9030",57,11,2009,26
"9031",57,12,2009,10
"9032",58,1,2009,2
"9033",58,2,2009,2
"9034",58,3,2009,4
"9035",58,4,2009,2
"9036",58,5,2009,16
"9037",58,6,2009,22
"9038",58,7,2009,32
"9039",58,8,2009,40
"9040",58,9,2009,24
"9041",58,10,2009,21
"9042",58,11,2009,13
"9043",58,12,2009,3
"9044",60,1,2009,22
"9045",60,2,2009,20
"9046",60,3,2009,20
"9047",60,4,2009,34
"9048",60,5,2009,85
"9049",60,6,2009,65
"9050",60,7,2009,68
"9051",60,8,2009,69
"9052",60,9,2009,54
"9053",60,10,2009,55
"9054",60,11,2009,59
"9055",60,12,2009,36
"9056",61,1,2009,3
"9057",61,3,2009,1
"9058",61,4,2009,2
"9059",61,5,2009,4
"9060",61,6,2009,13
"9061",61,7,2009,10
"9062",61,8,2009,5
"9063",61,9,2009,5
"9064",61,10,2009,1
"9065",61,11,2009,4
"9066",61,12,2009,4
"9067",62,1,2009,5
"9068",62,2,2009,7
"9069",62,3,2009,9
"9070",62,4,2009,7
"9071",62,5,2009,12
"9072",62,6,2009,27
"9073",62,7,2009,39
"9074",62,8,2009,29
"9075",62,9,2009,19
"9076",62,10,2009,12
"9077",62,11,2009,8
"9078",62,12,2009,9
"9079",63,1,2009,9
"9080",63,2,2009,7
"9081",63,3,2009,8
"9082",63,4,2009,8
"9083",63,5,2009,48
"9084",63,6,2009,51
"9085",63,7,2009,63
"9086",63,8,2009,38
"9087",63,9,2009,30
"9088",63,10,2009,43
"9089",63,11,2009,31
"9090",63,12,2009,11
"9091",64,1,2009,6
"9092",64,2,2009,3
"9093",64,3,2009,3
"9094",64,4,2009,6
"9095",64,5,2009,19
"9096",64,6,2009,20
"9097",64,7,2009,24
"9098",64,8,2009,33
"9099",64,9,2009,29
"9100",64,10,2009,16
"9101",64,11,2009,19
"9102",64,12,2009,3
"9103",65,1,2009,19
"9104",65,2,2009,13
"9105",65,3,2009,14
"9106",65,4,2009,21
"9107",65,5,2009,43
"9108",65,6,2009,54
"9109",65,7,2009,47
"9110",65,8,2009,56
"9111",65,9,2009,32
"9112",65,10,2009,27
"9113",65,11,2009,23
"9114",65,12,2009,15
"9115",66,1,2009,10
"9116",66,2,2009,20
"9117",66,3,2009,31
"9118",66,4,2009,18
"9119",66,5,2009,42
"9120",66,6,2009,63
"9121",66,7,2009,36
"9122",66,8,2009,37
"9123",66,9,2009,28
"9124",66,10,2009,26
"9125",66,11,2009,13
"9126",66,12,2009,3
"9127",67,1,2009,7
"9128",67,2,2009,6
"9129",67,3,2009,13
"9130",67,4,2009,23
"9131",67,5,2009,79
"9132",67,6,2009,101
"9133",67,7,2009,95
"9134",67,8,2009,54
"9135",67,9,2009,32
"9136",67,10,2009,18
"9137",67,11,2009,14
"9138",67,12,2009,13
"9139",70,1,2009,33
"9140",70,2,2009,21
"9141",70,3,2009,25
"9142",70,4,2009,28
"9143",70,5,2009,39
"9144",70,6,2009,47
"9145",70,7,2009,56
"9146",70,8,2009,89
"9147",70,9,2009,74
"9148",70,10,2009,39
"9149",70,11,2009,56
"9150",70,12,2009,35
"9151",71,1,2009,22
"9152",71,2,2009,17
"9153",71,3,2009,27
"9154",71,4,2009,24
"9155",71,5,2009,40
"9156",71,6,2009,74
